,Area Type,Area Name,Year,Month,Date,Series Code,Industry Title,Seasonally Adjusted,Current Employment
6625,Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,2012,February,02/01/2012,40000000,"Trade, Transportation and Utilities",N,54000
6626,Metropolitan Area,Redding MSA,2012,February,02/01/2012,5000000,Total Private,N,44100
6627,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2012,February,02/01/2012,0,Total Nonfarm,N,832500
6628,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2012,February,02/01/2012,55522100,Depository Credit Intermediation,N,8800
6629,Metropolitan Area,Santa Rosa MSA,2012,February,02/01/2012,50000000,Information,N,2500
6630,Metropolitan Area,Stockton-Lodi MSA,2012,February,02/01/2012,65620000,Health Care and Social Assistance,N,28200
6631,Metropolitan Area,Vallejo-Fairfield MSA,2012,February,02/01/2012,90930000,Local Government,N,15000
6632,State,California,2012,February,02/01/2012,60541900,"Other Professional, Scientific and Techn",N,65300
6633,County,Imperial County,2012,March,03/01/2012,15000000,"Natural Resources, Mining and Constructi",N,1400
6634,County,Kings County,2012,March,03/01/2012,90940000,State and Local Government,N,13500
6635,County,Los Angeles County,2012,March,03/01/2012,90940000,State and Local Government,N,524100
6636,County,Los Angeles County,2012,March,03/01/2012,55523000,"Securities, Commodity Contracts and Inve",N,23500
6637,County,Merced County,2012,March,03/01/2012,90932994,Special Districts plus Indian Tribes,N,600
6638,County,Merced County,2012,March,03/01/2012,32000000,Nondurable Goods,N,7100
6639,County,Merced County,2012,March,03/01/2012,65000000,Educational and Health Services,N,8300
6640,County,Merced County,2012,March,03/01/2012,90922000,State Government Excluding Education,N,600
6641,County,Modoc County,2012,March,03/01/2012,90920000,State Government,N,80
6642,County,San Diego County,2012,March,03/01/2012,20238200,Building Equipment Contractors,N,15600
6643,County,San Francisco County,2012,March,03/01/2012,70000000,Leisure and Hospitality,N,79700
6644,County,San Mateo County,2012,March,03/01/2012,65000000,Educational and Health Services,N,38100
6645,County,Stanislaus County,2012,March,03/01/2012,0,Total Nonfarm,N,150300
6646,County,Trinity County,2012,March,03/01/2012,15000000,"Natural Resources, Mining and Constructi",N,41
6647,County,Yuba County,2012,March,03/01/2012,90000000,Government,N,6200
6648,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2012,March,03/01/2012,60560000,Administrative and Support and Waste Ser,N,117800
6649,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2012,March,03/01/2012,8000000,Private Service Providing,N,1026200
6650,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2012,March,03/01/2012,42447000,Gasoline Stations,N,11300
6651,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2012,March,03/01/2012,11000000,Total Farm,N,5700
6652,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2012,March,03/01/2012,41424000,"Merchant Wholesalers, Nondurable Goods",N,93100
6653,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2012,March,03/01/2012,60560000,Administrative and Support and Waste Ser,N,80600
6654,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2012,March,03/01/2012,20238300,Building Finishing Contractors,N,9200
6655,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2012,March,03/01/2012,42444000,Building Material and Garden Equipment S,N,12400
6656,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2012,March,03/01/2012,0,Total Nonfarm,Y,839300
6657,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2012,March,03/01/2012,42446000,Health and Personal Care Stores,N,5400
6658,Metropolitan Area,Salinas MSA,2012,March,03/01/2012,50000000,Information,N,1500
6659,Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,2012,March,03/01/2012,65621000,Ambulatory Health Care Services,N,28300
6660,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,2012,March,03/01/2012,31334413,Semiconductor and Related Devices Manufa,N,29900
6661,Metropolitan Area,San Rafael MD,2012,March,03/01/2012,5000000,Total Private,N,86700
6662,Metropolitan Area,Santa Rosa MSA,2012,March,03/01/2012,31000000,Durable Goods,N,8400
6663,Metropolitan Area,Stockton-Lodi MSA,2012,March,03/01/2012,70722000,Food Services and Drinking Places,N,13800
6664,Metropolitan Area,Vallejo-Fairfield MSA,2012,March,03/01/2012,90932994,Special Districts plus Indian Tribes,N,500
6665,State,California,2012,March,03/01/2012,42448000,Clothing and Clothing Accessories Stores,N,185500
6666,State,California,2012,March,03/01/2012,55000000,Financial Activities,N,769200
6667,State,California,2012,March,03/01/2012,43221200,Natural Gas Distribution,N,31600
6668,State,California,2012,March,03/01/2012,32323000,Printing and Related Support Activities,N,42500
6669,State,California,2012,March,03/01/2012,50512110,Motion Picture & Video Production,N,106100
6670,County,Colusa County,2012,April,04/01/2012,42000000,Retail Trade,N,440
6671,County,Inyo County,2012,April,04/01/2012,42000000,Retail Trade,N,860
6672,County,Kern County,2012,April,04/01/2012,20000000,Construction,N,16800
6673,County,Los Angeles County,2012,April,04/01/2012,60540000,"Professional, Scientific and Technical S",N,258500
6674,County,Los Angeles County,2012,April,04/01/2012,32324000,Petroleum and Coal Products Manufacturin,N,5800
6675,County,Marin County,2012,April,04/01/2012,1000000,Total Wage and Salary,N,103300
6676,County,Mono County,2012,April,04/01/2012,42000000,Retail Trade,N,580
6677,County,Orange County,2012,April,04/01/2012,55530000,Real Estate and Rental and Leasing,N,34300
6678,County,Orange County,2012,April,04/01/2012,60561600,Investigation and Security Services,N,8700
6679,County,Sacramento County,2012,April,04/01/2012,90920000,State Government,N,83300
6680,County,San Diego County,2012,April,04/01/2012,90910000,Federal Government,N,46700
6681,County,San Diego County,2012,April,04/01/2012,15000000,"Natural Resources, Mining and Constructi",N,56400
6682,County,Trinity County,2012,April,04/01/2012,6000000,Goods Producing,N,210
6683,County,Tulare County,2012,April,04/01/2012,65000000,Educational and Health Services,N,12100
6684,County,Tuolumne County,2012,April,04/01/2012,40000000,"Trade, Transportation and Utilities",N,2440
6685,County,Ventura County,2012,April,04/01/2012,90922000,State Government Excluding Education,N,1700
6686,County,Yolo County,2012,April,04/01/2012,70710000,"Arts, Entertainment, and Recreation",N,1100
6687,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2012,April,04/01/2012,31336000,Transportation Equipment Manufacturing,N,46300
6688,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2012,April,04/01/2012,42451100,"Sporting Goods, Hobby and Musical Instru",N,12300
6689,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2012,April,04/01/2012,41423100,Motor Vehicle and Motor Vehicle Parts Me,N,10700
6690,Metropolitan Area,Oakland-Hayward-Berkeley MD,2012,April,04/01/2012,80811000,Repair and Maintenance,N,10800
6691,Metropolitan Area,Oakland-Hayward-Berkeley MD,2012,April,04/01/2012,15000000,"Natural Resources, Mining and Constructi",N,49200
6692,Metropolitan Area,Salinas MSA,2012,April,04/01/2012,70720000,Accommodation and Food Service,N,18800
6693,Metropolitan Area,San Diego-Carlsbad MSA,2012,April,04/01/2012,43493000,Warehousing and Storage,N,1500
6694,Metropolitan Area,San Diego-Carlsbad MSA,2012,April,04/01/2012,20238300,Building Finishing Contractors,N,9800
6695,Metropolitan Area,Santa Maria-Santa Barbara MSA,2012,April,04/01/2012,15000000,"Natural Resources, Mining and Constructi",N,7900
6696,Metropolitan Area,Santa Maria-Santa Barbara MSA,2012,April,04/01/2012,90930000,Local Government,N,23800
6697,Metropolitan Area,Santa Maria-Santa Barbara MSA,2012,April,04/01/2012,90931611,Local Government Education,N,13400
6698,State,California,2012,April,04/01/2012,41423100,Motor Vehicle and Motor Vehicle Parts Me,N,34700
6699,State,California,2012,April,04/01/2012,41423600,Electrical and Electronic Goods Merchant,N,47000
6700,State,California,2012,April,04/01/2012,32324000,Petroleum and Coal Products Manufacturin,N,15700
6701,State,California,2012,April,04/01/2012,90919110,Department of Defense,N,61200
6702,State,California,2012,April,04/01/2012,70713100,Amusement Parks and Arcades,N,38800
6703,County,Alameda County,2012,May,05/01/2012,0,Total Nonfarm,N,682200
6704,County,Calaveras County,2012,May,05/01/2012,11000000,Total Farm,N,70
6705,County,Del Norte County,2012,May,05/01/2012,40000000,"Trade, Transportation and Utilities",N,1030
6706,County,Imperial County,2012,May,05/01/2012,60000000,Professional and Business Services,N,3000
6707,County,Lake County,2012,May,05/01/2012,43000000,"Transportation, Warehousing and Utilitie",N,580
6708,County,Los Angeles County,2012,May,05/01/2012,70710000,"Arts, Entertainment, and Recreation",N,70300
6709,County,Marin County,2012,May,05/01/2012,90932000,Local Government Excluding Education,N,7000
6710,County,Placer County,2012,May,05/01/2012,60540000,"Professional, Scientific and Technical S",N,6900
6711,County,San Diego County,2012,May,05/01/2012,70722000,Food Services and Drinking Places,N,109200
6712,County,San Francisco County,2012,May,05/01/2012,90920000,State Government,N,33100
6713,County,San Joaquin County,2012,May,05/01/2012,60000000,Professional and Business Services,N,16200
6714,County,San Luis Obispo County,2012,May,05/01/2012,7000000,Service Providing,N,89700
6715,County,Santa Cruz County,2012,May,05/01/2012,11000000,Total Farm,N,8300
6716,County,Tulare County,2012,May,05/01/2012,0,Total Nonfarm,N,112200
6717,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2012,May,05/01/2012,6000000,Goods Producing,N,485900
6718,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2012,May,05/01/2012,65623000,Nursing and Residential Care Facilities,N,71900
6719,Metropolitan Area,Madera MSA,2012,May,05/01/2012,90939012,County,N,1400
6720,Metropolitan Area,Modesto MSA,2012,May,05/01/2012,1000000,Total Wage and Salary,N,166300
6721,Metropolitan Area,Napa MSA,2012,May,05/01/2012,5000000,Total Private,N,53800
6722,Metropolitan Area,Napa MSA,2012,May,05/01/2012,41000000,Wholesale Trade,N,1400
6723,Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA,2012,May,05/01/2012,15000000,"Natural Resources, Mining and Constructi",N,5300
6724,Metropolitan Area,Santa Rosa MSA,2012,May,05/01/2012,7000000,Service Providing,N,146500
6725,Metropolitan Area,Stockton-Lodi MSA,2012,May,05/01/2012,50000000,Information,N,2200
6726,Metropolitan Area,Vallejo-Fairfield MSA,2012,May,05/01/2012,20000000,Construction,N,7900
6727,Metropolitan Area,Yuba City MSA,2012,May,05/01/2012,6000000,Goods Producing,N,3600
6728,State,California,2012,May,05/01/2012,32000000,Nondurable Goods,N,466900
6729,County,Inyo County,2012,June,06/01/2012,90940000,State and Local Government,N,2890
6730,County,Inyo County,2012,June,06/01/2012,8000000,Private Service Providing,N,3950
6731,County,Kern County,2012,June,06/01/2012,90931611,Local Government Education,N,26500
6732,County,Kern County,2012,June,06/01/2012,32000000,Nondurable Goods,N,8300
6733,County,Los Angeles County,2012,June,06/01/2012,42441300,"Automotive Parts, Accessories and Tire S",N,11500
6734,County,Madera County,2012,June,06/01/2012,60000000,Professional and Business Services,N,2900
6735,County,Napa County,2012,June,06/01/2012,90932994,Special Districts plus Indian Tribes,N,100
6736,County,Orange County,2012,June,06/01/2012,31333000,Machinery Manufacturing,N,9300
6737,County,Sacramento County,2012,June,06/01/2012,55000000,Financial Activities,N,31300
6738,County,San Luis Obispo County,2012,June,06/01/2012,8000000,Private Service Providing,N,68500
6739,County,Santa Barbara County,2012,June,06/01/2012,31000000,Durable Goods,N,8800
6740,County,Siskiyou County,2012,June,06/01/2012,90940000,State and Local Government,N,3760
6741,County,Sonoma County,2012,June,06/01/2012,20000000,Construction,N,8700
6742,County,Tehama County,2012,June,06/01/2012,7000000,Service Providing,N,12830
6743,County,Tulare County,2012,June,06/01/2012,90932994,Special Districts plus Indian Tribes,N,6600
6744,County,Ventura County,2012,June,06/01/2012,55530000,Real Estate and Rental and Leasing,N,4200
6745,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2012,June,06/01/2012,90000000,Government,N,151400
6746,Metropolitan Area,Chico MSA,2012,June,06/01/2012,0,Total Nonfarm,Y,71600
6747,Metropolitan Area,Fresno MSA,2012,June,06/01/2012,31000000,Durable Goods,N,7800
6748,Metropolitan Area,Merced MSA,2012,June,06/01/2012,1000000,Total Wage and Salary,N,72400
6749,Metropolitan Area,Modesto MSA,2012,June,06/01/2012,90910000,Federal Government,N,900
6750,Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,2012,June,06/01/2012,40000000,"Trade, Transportation and Utilities",N,54900
6751,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2012,June,06/01/2012,70722590,Limited-Service Eating Places,N,53900
6752,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2012,June,06/01/2012,60540000,"Professional, Scientific and Technical S",N,52100
6753,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2012,June,06/01/2012,65623000,Nursing and Residential Care Facilities,N,14800
6754,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2012,June,06/01/2012,60560000,Administrative and Support and Waste Ser,N,51200
6755,Metropolitan Area,Salinas MSA,2012,June,06/01/2012,55000000,Financial Activities,N,4300
6756,Metropolitan Area,Santa Rosa MSA,2012,June,06/01/2012,90931611,Local Government Education,N,13200
6757,State,California,2012,June,06/01/2012,90930000,Local Government,N,1682500
6758,County,Alameda County,2012,July,07/01/2012,7000000,Service Providing,N,585200
6759,County,Contra Costa County,2012,July,07/01/2012,31000000,Durable Goods,N,7100
6760,County,Fresno County,2012,July,07/01/2012,60562000,Waste Management and Remediation Service,N,1200
6761,County,Fresno County,2012,July,07/01/2012,65000000,Educational and Health Services,N,52200
6762,County,Kern County,2012,July,07/01/2012,43000000,"Transportation, Warehousing and Utilitie",N,10100
6763,County,Kings County,2012,July,07/01/2012,90000000,Government,N,14400
6764,County,Los Angeles County,2012,July,07/01/2012,42452200,Department Stores,N,26300
6765,County,Merced County,2012,July,07/01/2012,15000000,"Natural Resources, Mining and Constructi",N,1700
6766,County,Napa County,2012,July,07/01/2012,90931611,Local Government Education,N,3100
6767,County,Nevada County,2012,July,07/01/2012,65000000,Educational and Health Services,N,4530
6768,County,San Joaquin County,2012,July,07/01/2012,43000000,"Transportation, Warehousing and Utilitie",N,16500
6769,County,San Joaquin County,2012,July,07/01/2012,43484000,Truck Transportation,N,6600
6770,County,Santa Clara County,2012,July,07/01/2012,55000000,Financial Activities,N,33200
6771,County,Siskiyou County,2012,July,07/01/2012,90000000,Government,N,3920
6772,County,Sonoma County,2012,July,07/01/2012,65000000,Educational and Health Services,N,27000
6773,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2012,July,07/01/2012,42000000,Retail Trade,N,142400
6774,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2012,July,07/01/2012,31334000,Computer and Electronic Product Manufact,N,47800
6775,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2012,July,07/01/2012,42443000,Electronics and Appliance Stores,N,17000
6776,Metropolitan Area,Napa MSA,2012,July,07/01/2012,65620000,Health Care and Social Assistance,N,7500
6777,Metropolitan Area,Oakland-Hayward-Berkeley MD,2012,July,07/01/2012,60561300,Employment Services,N,17600
6778,Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,2012,July,07/01/2012,90931611,Local Government Education,N,15500
6779,Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,2012,July,07/01/2012,90939012,County,N,8700
6780,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2012,July,07/01/2012,43220000,Utilities,N,5800
6781,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2012,July,07/01/2012,60000000,Professional and Business Services,N,127100
6782,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2012,July,07/01/2012,65610000,Educational Services,N,14100
6783,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2012,July,07/01/2012,60561700,Services to Buildings and Dwellings,N,11600
6784,Metropolitan Area,San Diego-Carlsbad MSA,2012,July,07/01/2012,70000000,Leisure and Hospitality,N,166600
6785,Metropolitan Area,Santa Rosa MSA,2012,July,07/01/2012,90932000,Local Government Excluding Education,N,8600
